plot,month,year,species,cover,height,phenology
F4P1,May,2021,Camelina microcarpa,+,13,fl
F4P1,May,2021,Centaurea stoebe,+,3,v
F4P1,May,2021,Cerastium sp.,+,7,fr
F4P1,May,2021,Festuca valesiaca,+,1,v
F4P1,May,2021,Koeleria macrantha,2b,25,fl
F4P1,May,2021,Medicago minima,1,3,v
F4P1,May,2021,Melica ciliata,+,8,v
F4P1,May,2021,Minuartia rubra,r,2,v
F4P1,May,2021,Potentilla incana,1,5,v
F4P1,May,2021,Saxifraga tridactylites,+,5,fr
F4P1,May,2021,Sedum album,1,4,v
F4P1,May,2021,Seseli osseum,1,35,v
F4P1,May,2021,Teucrium chamaedrys,2a,8,v
F4P1,May,2021,Alyssum alyssoides,+,5,fl
F4P1,May,2021,Trifolium campestre,1,5,v
F4P2,May,2021,Acinos arvensis,+,10,v
F4P2,May,2021,Alyssum alyssoides,+,10,fl
F4P2,May,2021,Arabis auriculata,+,5,fr
F4P2,May,2021,Arenaria serpyllifolia,+,4,fl
F4P2,May,2021,Bromus japonicus,3,16,fl
F4P2,May,2021,Camelina microcarpa,r,10,fl
F4P2,May,2021,Centaurea stoebe,+,24,v
F4P2,May,2021,Cerastium sp.,+,5,fr
F4P2,May,2021,Melica ciliata,+,10,v
F4P2,May,2021,Saxifraga tridactylites,r,4,fr
F4P2,May,2021,Sedum album,+,7,v
F4P2,May,2021,Seseli osseum,+,10,v
F4P2,May,2021,Teucrium chamaedrys,3,8,v
F4P2,May,2021,Verbascum lychnitis,+,1,v
F4P2,May,2021,Bromus tectorum,+,20,fl
F4P3,May,2021,Acinos arvensis,+,2,v
F4P3,May,2021,Alyssum alyssoides,+,6,fr
F4P3,May,2021,Arabis auriculata,+,7,fr
F4P3,May,2021,Arenaria serpyllifolia,+,4,fr
F4P3,May,2021,Bromus japonicus,+,16,fr
F4P3,May,2021,Centaurea stoebe,+,3,v
F4P3,May,2021,Dianthus pontederae,+,14,fl
F4P3,May,2021,Festuca valesiaca,+,5,v
F4P3,May,2021,Medicago minima,1,4,fl
F4P3,May,2021,Phleum phleoides,2b,2b,v
F4P3,May,2021,Saxifraga tridactylites,+,4,fr
F4P3,May,2021,Sedum album,+,3,v
F4P3,May,2021,Cerastium sp.,+,7,fr
F4P3,May,2021,Seseli osseum,1,8,v
F4P3,May,2021,Teucrium chamaedrys,2b,10,v
F4P3,May,2021,Verbascum lychnitis,1,10,v
F4P3,May,2021,Veronica praecox,+,3,fr
F4P3,May,2021,Poa bulbosa,+,2,v
F4P3,May,2021,Minuartia rubra,r,1,v
F4P4,May,2021,Acinos arvensis,+,2,v
F4P4,May,2021,Alyssum alyssoides,1,5,fr
F4P4,May,2021,Arenaria serpyllifolia,+,8,fl
F4P4,May,2021,Bromus sp.,1,17,v
F4P4,May,2021,Cerastium sp.,+,3,fr
F4P4,May,2021,Dianthus pontederae,1,25,fl
F4P4,May,2021,Festuca valesiaca,r,5,v
F4P4,May,2021,Medicago minima,2a,6,fl
F4P4,May,2021,Melica ciliata,1,18,v
F4P4,May,2021,Poa bulbosa,+,25,fr
F4P4,May,2021,Saxifraga tridactylites,r,3,fr
F4P4,May,2021,Seseli osseum,r,2,s
F4P4,May,2021,Teucrium chamaedrys,2b,6,v
F4P4,May,2021,Trifolium arvense,1,5,v
F4P4,May,2021,Phleum phleoides,+,2,v
F4P4,May,2021,Centaurea stoebe,+,3,v
F4P5,May,2021,Alyssum alyssoides,+,4,fr
F4P5,May,2021,Arenaria serpyllifolia,+,4,fl
F4P5,May,2021,Bromus tectorum,+,20,fl
F4P5,May,2021,Centaurea stoebe,+,7,v
F4P5,May,2021,Cerastium sp.,+,6,fr
F4P5,May,2021,Fragaria viridis,1,10,v
F4P5,May,2021,Medicago minima,1,7,fl
F4P5,May,2021,Minuartia rubra,r,2,v
F4P5,May,2021,Phleum phleoides,1,15,fl
F4P5,May,2021,Potentilla incana,2a,5,fr
F4P5,May,2021,Teucrium chamaedrys,3,7,v
F4P5,May,2021,Bromus japonicus,2a,20,fl
F4P6,May,2021,Acinos arvensis,+,4,v
F4P6,May,2021,Alyssum alyssoides,1,5,fr
F4P6,May,2021,Arabis auriculata,r,6,fr
F4P6,May,2021,Arenaria serpyllifolia,+,4,fl
F4P6,May,2021,Lappula squarrosa,1,4,v
F4P6,May,2021,Bromus japonicus,+,8,fl
F4P6,May,2021,Centaurea stoebe,+,4,v
F4P6,May,2021,Cerastium sp.,+,5,fr
F4P6,May,2021,Echium vulgare,+,2,v
F4P6,May,2021,Festuca valesiaca,r,3,v
F4P6,May,2021,Medicago minima,1,3,fl
F4P6,May,2021,Minuartia rubra,+,5,v
F4P6,May,2021,Phleum phleoides,2b,20,v
F4P6,May,2021,Sedum album,1,4,v
F4P6,May,2021,Teucrium chamaedrys,2b,7,v
F4P6,May,2021,Verbascum lychnitis,r,2,v
F5P1,May,2021,Alyssum alyssoides,+,5,fr
F5P1,May,2021,Arenaria serpyllifolia,+,3,fr
F5P1,May,2021,Bromus japonicus,+,11,fr
F5P1,May,2021,Centaurea stoebe,+,5,v
F5P1,May,2021,Dianthus pontederae,+,9,fl
F5P1,May,2021,Echium vulgare,+,2,v
F5P1,May,2021,Festuca valesiaca,+,2,v
F5P1,May,2021,Holosteum umbellatum,+,5,fr
F5P1,May,2021,Medicago minima,1,3,v
F5P1,May,2021,Minuartia rubra,+,2,v
F5P1,May,2021,Phleum phleoides,2b,10,v
F5P1,May,2021,Potentilla incana,2a,4,fr
F5P1,May,2021,Sedum album,2a,3,v
F5P1,May,2021,Seseli osseum,1,8,v
F5P1,May,2021,Verbascum lychnitis,2a,7,v
F5P1,May,2021,Saxifraga tridactylites,r,4,fr
F5P1,May,2021,Cerastium sp.,r,4,fr
F5P2,May,2021,Acinos arvensis,+,3,v
F5P2,May,2021,Alyssum alyssoides,1,9,fl
F5P2,May,2021,Arabis auriculata,+,9,fr
F5P2,May,2021,Arenaria serpyllifolia,+,5,fr
F5P2,May,2021,Arrhenatherum elatius,1,31,fl
F5P2,May,2021,Bromus japonicus,+,13,fl
F5P2,May,2021,Camelina microcarpa,+,19,fl
F5P2,May,2021,Centaurea stoebe,+,9,v
F5P2,May,2021,Cerastium sp.,+,5,fr
F5P2,May,2021,Echium vulgare,2a,9,v
F5P2,May,2021,Festuca valesiaca,+,+,v
F5P2,May,2021,Lamium amplexicaule,+,6,fr
F5P2,May,2021,Lappula squarrosa,+,2,v
F5P2,May,2021,Medicago minima,2a,9,fl
F5P2,May,2021,Melica ciliata,+,10,v
F5P2,May,2021,Minuartia rubra,+,11,v
F5P2,May,2021,Sedum album,1,4,v
F5P2,May,2021,Seseli osseum,+,8,v
F5P2,May,2021,Teucrium chamaedrys,3,9,v
F5P2,May,2021,Veronica praecox,+,5,fr
F5P2,May,2021,Cerastium sp.,+,7,fr
F5P2,May,2021,Potentilla incana,1,4,fr
F5P3,May,2021,Acinos arvensis,+,3,v
F5P3,May,2021,Alyssum alyssoides,+,6,fr
F5P3,May,2021,Alyssum montanum subsp. gmelinii,+,6,fr
F5P3,May,2021,Arenaria serpyllifolia,+,4,fr
F5P3,May,2021,Bromus japonicus,+,11,fl
F5P3,May,2021,Centaurea stoebe,1,26,v
F5P3,May,2021,Dianthus pontederae,+,18,fl
F5P3,May,2021,Festuca valesiaca,1,20,fl
F5P3,May,2021,Holosteum umbellatum,+,8,fr
F5P3,May,2021,Koeleria macrantha,1,25,fl
F5P3,May,2021,Medicago minima,+,7,fl
F5P3,May,2021,Phleum phleoides,+,7,fl
F5P3,May,2021,Potentilla incana,3,4,fr
F5P3,May,2021,Seseli osseum,1,8,v
F5P3,May,2021,Teucrium chamaedrys,2a,7,v
F5P3,May,2021,Lappula squarrosa,+,2,v
F5P3,May,2021,Cerastium sp.,+,5,fr
F5P3,May,2021,Arrhenatherum elatius,r,12,v
F5P3,May,2021,Echium vulgare,r,2,v
F5P4,May,2021,Alyssum alyssoides,+,8,fr
F5P4,May,2021,Arenaria serpyllifolia,+,4,fr
F5P4,May,2021,Bromus japonicus,+,16,fl
F5P4,May,2021,Bromus tectorum,+,14,fl
F5P4,May,2021,Camelina microcarpa,+,15,v
F5P4,May,2021,Centaurea stoebe,+,15,v
F5P4,May,2021,Festuca valesiaca,+,22,fl
F5P4,May,2021,Holosteum umbellatum,+,5,fr
F5P4,May,2021,Medicago minima,+,3,fl
F5P4,May,2021,Phleum phleoides,+,10,v
F5P4,May,2021,Potentilla incana,3,5,fr
F5P4,May,2021,Sedum album,2a,3,v
F5P4,May,2021,Seseli osseum,1,8,v
F5P4,May,2021,Teucrium chamaedrys,+,6,v
F5P4,May,2021,Veronica praecox,+,2,fr
F5P4,May,2021,Cerastium sp.,r,3,fr
F5P5,May,2021,Acinos arvensis,+,2,v
F5P5,May,2021,Allium flavum,r,16,v
F5P5,May,2021,Alyssum alyssoides,1,6,fr
F5P5,May,2021,Arenaria serpyllifolia,+,3,fr
F5P5,May,2021,Bromus japonicus,1,12,fl
F5P5,May,2021,Camelina microcarpa,+,7,fl
F5P5,May,2021,Centaurea stoebe,1,7,v
F5P5,May,2021,Cerastium sp.,+,7,fr
F5P5,May,2021,Echium vulgare,2a,6,v
F5P5,May,2021,Medicago minima,2a,2,v
F5P5,May,2021,Melica ciliata,1,20,v
F5P5,May,2021,Minuartia rubra,+,1,v
F5P5,May,2021,Potentilla incana,2b,4,fr
F5P5,May,2021,Saxifraga tridactylites,+,6,fr
F5P5,May,2021,Sedum album,1,2,v
F5P5,May,2021,Seseli osseum,+,7,v
F5P5,May,2021,Viola tricolor subsp. saxatilis,r,1,v
F5P5,May,2021,Phleum phleoides,r,1,v
F5P5,May,2021,Koeleria macrantha,r,2,v
F5P6,May,2021,Acinos arvensis,+,6,v
F5P6,May,2021,Alyssum alyssoides,+,4,fl
F5P6,May,2021,Arenaria serpyllifolia,+,5,fr
F5P6,May,2021,Arrhenatherum elatius,+,15,v
F5P6,May,2021,Bromus japonicus,+,8,v
F5P6,May,2021,Camelina microcarpa,+,5,fl
F5P6,May,2021,Centaurea stoebe,+,6,v
F5P6,May,2021,Echium vulgare,+,3,v
F5P6,May,2021,Lappula squarrosa,r,1,v
F5P6,May,2021,Medicago minima,1,4,fl
F5P6,May,2021,Melica ciliata,2a,25,v
F5P6,May,2021,Minuartia rubra,+,2,v
F5P6,May,2021,Potentilla incana,3,4,fr
F5P6,May,2021,Sedum album,2a,6,v
F5P6,May,2021,Seseli osseum,+,3,v
F5P6,May,2021,Tragopogon dubius,+,10,v
F5P6,May,2021,Verbascum lychnitis,2a,8,v
F5P6,May,2021,Veronica praecox,+,3,v
F5P6,May,2021,Poa bulbosa,r,2,v
F6P1,May,2021,Acinos arvensis,+,2,v
F6P1,May,2021,Allium flavum,r,27,v
F6P1,May,2021,Arenaria serpyllifolia,1,4,fl
F6P1,May,2021,Bromus japonicus,1,13,fl
F6P1,May,2021,Buglossoides incrassata,+,15,fr
F6P1,May,2021,Centaurea stoebe,2a,7,v
F6P1,May,2021,Cerastium sp.,+,8,fr
F6P1,May,2021,Iris pumila,1,12,v
F6P1,May,2021,Lamium amplexicaule,r,5,fr
F6P1,May,2021,Lepidium campestre,+,8,fl
F6P1,May,2021,Medicago minima,+,4,v
F6P1,May,2021,Microthlaspi perfoliatum,+,6,fr
F6P1,May,2021,Ranunculus illyricus,r,6,v
F6P1,May,2021,Sedum album,2b,5,v
F6P1,May,2021,Teucrium chamaedrys,2b,7,v
F6P1,May,2021,Melica ciliata,+,10,v
F6P2,May,2021,Acinos arvensis,+,2,v
F6P2,May,2021,Alyssum montanum subsp. gmelinii,1,7,fl
F6P2,May,2021,Arenaria serpyllifolia,1,4,fr
F6P2,May,2021,Arrhenatherum elatius,1,30,fl
F6P2,May,2021,Bromus japonicus,+,8,v
F6P2,May,2021,Centaurea stoebe,2a,30,v
F6P2,May,2021,Erodium cicutarium,r,1,v
F6P2,May,2021,Geranium pusillum,+,4,fr
F6P2,May,2021,Holosteum umbellatum,+,9,fr
F6P2,May,2021,Lamium amplexicaule,+,5,fr
F6P2,May,2021,Lepidium campestre,+,8,fl
F6P2,May,2021,Medicago minima,2b,4,fl
F6P2,May,2021,Microthlaspi perfoliatum,+,7,fr
F6P2,May,2021,Ranunculus illyricus,+,4,v
F6P2,May,2021,Sedum album,2a,5,v
F6P2,May,2021,Teucrium chamaedrys,1,6,v
F6P2,May,2021,Trifolium arvense,+,4,v
F6P2,May,2021,Veronica praecox,+,3,fr
F6P2,May,2021,Cerastium sp.,+,8,fr
F6P2,May,2021,Melica ciliata,+,10,v
F6P3,May,2021,Acinos arvensis,2a,7,v
F6P3,May,2021,Arenaria serpyllifolia,1,4,fr
F6P3,May,2021,Arrhenatherum elatius,+,10,v
F6P3,May,2021,Bromus japonicus,+,9,fl
F6P3,May,2021,Buglossoides incrassata,+,8,fr
F6P3,May,2021,Centaurea stoebe,2a,5,v
F6P3,May,2021,Cerastium sp.,+,8,fr
F6P3,May,2021,Erodium cicutarium,+,1,v
F6P3,May,2021,Festuca valesiaca,1,22,fl
F6P3,May,2021,Holosteum umbellatum,+,12,fr
F6P3,May,2021,Lepidium campestre,+,14,fr
F6P3,May,2021,Medicago minima,1,2,v
F6P3,May,2021,Microthlaspi perfoliatum,+,6,fr
F6P3,May,2021,Sedum album,2b,5,v
F6P3,May,2021,Teucrium chamaedrys,2b,9,v
F6P3,May,2021,Trifolium arvense,+,3,v
F6P3,May,2021,Veronica arvensis,+,2,fl
F6P3,May,2021,Viola tricolor subsp. saxatilis,r,3,fr
F6P3,May,2021,Melica ciliata,+,5,v
F6P4,May,2021,Achillea collina,+,15,v
F6P4,May,2021,Acinos arvensis,r,2,v
F6P4,May,2021,Arenaria serpyllifolia,+,5,fl
F6P4,May,2021,Arrhenatherum elatius,2a,50,fl
F6P4,May,2021,Buglossoides incrassata,r,15,fr
F6P4,May,2021,Centaurea stoebe,2a,40,v
F6P4,May,2021,Cerastium sp.,+,11,fr
F6P4,May,2021,Convolvulus arvensis,+,6,v
F6P4,May,2021,Euphorbia cyparissias,1,11,fl
F6P4,May,2021,Galium glaucum,1,25,fl
F6P4,May,2021,Geranium pusillum,+,7,v
F6P4,May,2021,Holosteum umbellatum,+,11,fr
F6P4,May,2021,Lepidium campestre,+,12,fl
F6P4,May,2021,Medicago minima,1,7,fl
F6P4,May,2021,Microthlaspi perfoliatum,r,11,fr
F6P4,May,2021,Ranunculus illyricus,+,9,v
F6P4,May,2021,Sedum album,2a,3,v
F6P4,May,2021,Teucrium chamaedrys,2b,8,v
F6P4,May,2021,Trifolium arvense,+,4,v
F6P4,May,2021,Veronica arvensis,+,5,fr
F6P4,May,2021,Viola tricolor subsp. saxatilis,r,16,fr
F6P4,May,2021,Arabis auriculata,r,16,fr
F6P4,May,2021,Melica ciliata,+,10,v
F6P5,May,2021,Achillea collina,1,12,v
F6P5,May,2021,Arenaria serpyllifolia,+,4,v
F6P5,May,2021,Centaurea stoebe,1,14,v
F6P5,May,2021,Cerastium sp.,+,8,fr
F6P5,May,2021,Festuca valesiaca,2a,20,fl
F6P5,May,2021,Geranium pusillum,r,2,fl
F6P5,May,2021,Hesperis tristis,+,10,v
F6P5,May,2021,Inula oculus-christi,+,10,v
F6P5,May,2021,Lepidium campestre,+,1,v
F6P5,May,2021,Medicago minima,1,5,fl
F6P5,May,2021,Potentilla incana,2a,5,fr
F6P5,May,2021,Sedum album,2a,7,v
F6P5,May,2021,Teucrium chamaedrys,2b,7,v
F6P5,May,2021,Trifolium arvense,+,5,v
F6P5,May,2021,Verbascum lychnitis,r,1,v
F6P6,May,2021,Acinos arvensis,+,9,v
F6P6,May,2021,Allium flavum,r,5,v
F6P6,May,2021,Arenaria serpyllifolia,1,5,fl
F6P6,May,2021,Arrhenatherum elatius,2a,28,fl
F6P6,May,2021,Bromus japonicus,+,17,fl
F6P6,May,2021,Centaurea stoebe,+,6,v
F6P6,May,2021,Cerastium sp.,1,12,fr
F6P6,May,2021,Erodium cicutarium,+,1,s
F6P6,May,2021,Festuca valesiaca,+,20,fl
F6P6,May,2021,Inula oculus-christi,2b,10,v
F6P6,May,2021,Lepidium campestre,+,1,v
F6P6,May,2021,Medicago minima,+,7,fl
F6P6,May,2021,Melica ciliata,r,5,v
F6P6,May,2021,Microthlaspi perfoliatum,+,15,fr
F6P6,May,2021,Potentilla incana,+,5,v
F6P6,May,2021,Ranunculus illyricus,r,4,v
F6P6,May,2021,Sedum album,1,5,v
F6P6,May,2021,Seseli osseum,r,9,v
F6P6,May,2021,Teucrium chamaedrys,3,7,v
F6P6,May,2021,Trifolium arvense,+,5,v
F6P6,May,2021,Veronica arvensis,+,6,fr
F6P6,May,2021,Veronica prostrata,+,2,v
F7P1,May,2021,Acinos arvensis,1,10,v
F7P1,May,2021,Arenaria serpyllifolia,+,7,fl
F7P1,May,2021,Arrhenatherum elatius,2a,35,fl
F7P1,May,2021,Bromus japonicus,+,14,fl
F7P1,May,2021,Centaurea stoebe,+,3,v
F7P1,May,2021,Lepidium campestre,+,20,fl
F7P1,May,2021,Medicago minima,+,3,v
F7P1,May,2021,Phleum phleoides,+,5,v
F7P1,May,2021,Sedum album,1,5,v
F7P1,May,2021,Teucrium chamaedrys,3,10,v
F7P1,May,2021,Veronica praecox,+,4,fr
F7P1,May,2021,Veronica arvensis,+,8,fr
F7P1,May,2021,Cerastium sp.,+,12,fr
F7P2,May,2021,Arenaria serpyllifolia,+,2,fl
F7P2,May,2021,Bromus japonicus,2a,17,fl
F7P2,May,2021,Buglossoides incrassata,+,4,fr
F7P2,May,2021,Cerastium sp.,+,6,fr
F7P2,May,2021,Dianthus pontederae,+,12,fl
F7P2,May,2021,Echium vulgare,+,2,v
F7P2,May,2021,Lepidium campestre,+,4,v
F7P2,May,2021,Medicago minima,r,2,v
F7P2,May,2021,Melica ciliata,+,11,v
F7P2,May,2021,Sedum album,2a,4,v
F7P2,May,2021,Teucrium chamaedrys,2b,9,v
F7P2,May,2021,Veronica praecox,+,4,fr
F7P2,May,2021,Arabis auriculata,+,11,fr
F7P2,May,2021,Trifolium arvense,r,2,v
F7P3,May,2021,Acinos arvensis,+,4,v
F7P3,May,2021,Alyssum alyssoides,r,9,fl
F7P3,May,2021,Arenaria serpyllifolia,+,5,fl
F7P3,May,2021,Arrhenatherum elatius,2a,17,v
F7P3,May,2021,Bromus japonicus,+,10,v
F7P3,May,2021,Centaurea stoebe,+,55,v
F7P3,May,2021,Festuca valesiaca,+,8,v
F7P3,May,2021,Geranium pusillum,+,7,fr
F7P3,May,2021,Hesperis tristis,2a,25,fl
F7P3,May,2021,Holosteum umbellatum,+,10,fr
F7P3,May,2021,Medicago minima,1,7,v
F7P3,May,2021,Melica ciliata,+,12,v
F7P3,May,2021,Poa bulbosa,+,14,v
F7P3,May,2021,Potentilla incana,2b,5,v
F7P3,May,2021,Sedum album,r,2,v
F7P3,May,2021,Teucrium chamaedrys,3,6,v
F7P3,May,2021,Valerianella locusta,+,7,fr
F7P3,May,2021,Cerastium sp.,+,9,fr
F7P3,May,2021,Veronica arvensis,+,5,fr
F7P4,May,2021,Acinos arvensis,+,6,v
F7P4,May,2021,Arenaria serpyllifolia,+,3,fr
F7P4,May,2021,Arrhenatherum elatius,2a,40,fl
F7P4,May,2021,Bromus japonicus,+,12,fl
F7P4,May,2021,Cerastium sp.,+,7,fr
F7P4,May,2021,Festuca valesiaca,+,7,v
F7P4,May,2021,Holosteum umbellatum,+,5,fr
F7P4,May,2021,Lamium amplexicaule,r,2,v
F7P4,May,2021,Medicago minima,2a,4,v
F7P4,May,2021,Sedum album,r,3,v
F7P4,May,2021,Teucrium chamaedrys,3,9,v
F7P4,May,2021,Trifolium arvense,+,3,v
F7P4,May,2021,Trifolium campestre,+,2,v
F7P4,May,2021,Valerianella locusta,+,5,fr
F7P4,May,2021,Festuca rupicola,1,20,fl
F7P4,May,2021,Melica ciliata,+,7,v
F7P5,May,2021,Acinos arvensis,1,8,v
F7P5,May,2021,Alyssum montanum subsp. gmelinii,+,2,fr
F7P5,May,2021,Arabis auriculata,r,10,fr
F7P5,May,2021,Arenaria serpyllifolia,+,2,fr
F7P5,May,2021,Arrhenatherum elatius,+,14,v
F7P5,May,2021,Bromus japonicus,+,10,v
F7P5,May,2021,Cerastium sp.,+,6,fr
F7P5,May,2021,Dianthus pontederae,+,11,fl
F7P5,May,2021,Galium glaucum,+,13,v
F7P5,May,2021,Lepidium campestre,+,1,v
F7P5,May,2021,Medicago minima,1,3,fl
F7P5,May,2021,Melica ciliata,+,3,v
F7P5,May,2021,Microthlaspi perfoliatum,r,6,fr
F7P5,May,2021,Minuartia rubra,r,1,v
F7P5,May,2021,Potentilla incana,2b,7,fr
F7P5,May,2021,Ranunculus illyricus,+,6,v
F7P5,May,2021,Sedum album,1,5,v
F7P5,May,2021,Teucrium chamaedrys,2a,7,v
F7P5,May,2021,Verbascum lychnitis,+,2,v
F7P5,May,2021,Veronica praecox,+,4,fr
F7P5,May,2021,Centaurea stoebe,+,5,v
F7P5,May,2021,Festuca csikhegyensis,r,2,v
F7P6,May,2021,Acinos arvensis,+,4,v
F7P6,May,2021,Arenaria serpyllifolia,+,5,fl
F7P6,May,2021,Arrhenatherum elatius,2a,30,fl
F7P6,May,2021,Centaurea stoebe,+,5,v
F7P6,May,2021,Cerastium sp.,+,10,fr
F7P6,May,2021,Dianthus pontederae,1,20,fl
F7P6,May,2021,Festuca valesiaca,+,10,v
F7P6,May,2021,Geranium pusillum,r,4,fr
F7P6,May,2021,Lepidium campestre,+,1,v
F7P6,May,2021,Medicago minima,1,3,fl
F7P6,May,2021,Melica ciliata,+,8,v
F7P6,May,2021,Sedum album,1,5,v
F7P6,May,2021,Teucrium chamaedrys,3,7,v
F7P6,May,2021,Bromus japonicus,1,12,fl
F7P6,May,2021,Arabis auriculata,r,10,fr
